BedBugs,BlockedExits,BlueBinRequest,BuildingPermit,BulkHouseholdItems,CertofUseBar,CertofUseFoodStore,CertofUseRestaurant,CleanUpRqstPublicProp,ComplaintReqstGeneral,ConstDemoDebris,CornersNeedSnowRemoval,Demolition,ElectricalHazard,FaultyEquipment,FireAlarm,FireSafety,GraffitiPrivateProperty,GraffitiPublicProperty,Heating,IllegalTrashSetOut,Infestation,MedicalWasteRefused,NoSmokeDetectors,Other,OutdoorIllegalBurning,OverCapacity,OvergrownVegPublic,OvergrowthPrivateOcc,PreventativeCodeEnforce,ExteriorPropertyMaintenance,InteriorPropertyMaintenance,RepairCreekFencing,SanitationSpecialReqst,SewerBackUp,SprinklerSystem,StructuralIssues,SuppressionNotSprinkler,TenantSafetyConcerns,TrashDebrisPrivateOcc,TreeInspectProblemReq,TreeLimbStumpRemoval,UnsafeConditions,VacantHouseOpentoEntry,VacantLotOvergrown,VacantLotTrashDebris,VacantStructureHazard,VacantIllegalOccupancy,WaterShopAllComplaints,YardWaste,ZoningViolations,AllComplaints
146,,,15,,,61,,,17,,,,,,,14,,,,8,18,,,,,,,71,,5,3,,,,,,,,33,,,,,,,,,,,,146
146,,,46,,,61,,,10,,,,,,,195,,,,8,18,,,,,,,62,,5,3,,,,,,,,15,,,,,,,,,,,,146
70,,,42,,,61,,,3,,,,,,,195,,,,2,147,,,,,,,62,,14,3,,,,,,,,6,,,,,,,,,,,,70
118,,,492,,,148,,,18,,,,,,,195,,,,17,146,,,,,,,64,,14,4,,,,,,,,6,,,,,,,,,,,,118
57,,,27,,,148,,,6,,,,,,,195,,,,8,142,,,,,,,51,,18,4,,,,,,,,6,,,,,,,,,,,,57
23,,,539,,,130,,,6,,,,,,,195,,,,6,20,,,,,,,52,,4,13,,,,,,,,6,,,,,,,,,,,,23
14,,,14,,,130,,,30,,,,,,,195,,,,4,20,,,,,,,38,,4,35,,,,,,,,6,,,,,,,,,,,,14
260,,,78,,,18,,,30,,,,,,,195,,,,6,23,,,,,,,45,,5,35,,,,,,,,7,,,,,,,,,,,,260
63,,,67,,,381,,,30,,,,,,,195,,,,6,8,,,,,,,45,,16,2,,,,,,,,8,,,,,,,,,,,,63
44,,,72,,,381,,,14,,,,,,,42,,,,6,6,,,,,,,37,,16,2,,,,,,,,51,,,,,,,,,,,,44
44,,,65,,,142,,,11,,,,,,,42,,,,6,10,,,,,,,37,,7,2,,,,,,,,51,,,,,,,,,,,,44
44,,,52,,,142,,,5,,,,,,,36,,,,6,14,,,,,,,37,,94,2,,,,,,,,17,,,,,,,,,,,,44
47,,,73,,,7,,,4,,,,,,,36,,,,6,14,,,,,,,9,,35,2,,,,,,,,9,,,,,,,,,,,,47
47,,,136,,,7,,,7,,,,,,,36,,,,6,136,,,,,,,7,,19,3,,,,,,,,8,,,,,,,,,,,,47
12,,,136,,,7,,,7,,,,,,,9,,,,6,136,,,,,,,7,,7,19,,,,,,,,13,,,,,,,,,,,,12
13,,,136,,,37,,,7,,,,,,,6,,,,6,395,,,,,,,6,,7,8,,,,,,,,30,,,,,,,,,,,,13
16,,,98,,,37,,,11,,,,,,,7,,,,1,277,,,,,,,6,,4,7,,,,,,,,11,,,,,,,,,,,,16
11,,,29,,,37,,,6,,,,,,,287,,,,8,277,,,,,,,13,,3,7,,,,,,,,11,,,,,,,,,,,,11
11,,,10,,,37,,,32,,,,,,,33,,,,8,44,,,,,,,13,,6,6,,,,,,,,6,,,,,,,,,,,,11
16,,,32,,,44,,,32,,,,,,,33,,,,6,44,,,,,,,38,,55,6,,,,,,,,6,,,,,,,,,,,,16
26,,,49,,,7,,,27,,,,,,,33,,,,6,76,,,,,,,38,,55,6,,,,,,,,6,,,,,,,,,,,,26
26,,,41,,,8,,,5,,,,,,,33,,,,6,76,,,,,,,38,,55,6,,,,,,,,55,,,,,,,,,,,,26
51,,,29,,,8,,,4,,,,,,,31,,,,6,91,,,,,,,38,,55,6,,,,,,,,7,,,,,,,,,,,,51
25,,,11,,,15,,,4,,,,,,,31,,,,10,76,,,,,,,38,,51,8,,,,,,,,18,,,,,,,,,,,,25
25,,,98,,,113,,,4,,,,,,,31,,,,8,56,,,,,,,38,,47,8,,,,,,,,18,,,,,,,,,,,,25
25,,,44,,,113,,,5,,,,,,,56,,,,5,56,,,,,,,38,,10,8,,,,,,,,18,,,,,,,,,,,,25
31,,,341,,,113,,,4,,,,,,,56,,,,24,110,,,,,,,38,,9,24,,,,,,,,18,,,,,,,,,,,,31
26,,,96,,,113,,,4,,,,,,,56,,,,6,110,,,,,,,9,,7,6,,,,,,,,7,,,,,,,,,,,,26
26,,,399,,,113,,,4,,,,,,,56,,,,6,29,,,,,,,38,,7,16,,,,,,,,4,,,,,,,,,,,,26
26,,,344,,,113,,,4,,,,,,,500,,,,11,323,,,,,,,38,,36,16,,,,,,,,4,,,,,,,,,,,,26
47,,,14,,,113,,,14,,,,,,,202,,,,11,14,,,,,,,10,,32,27,,,,,,,,32,,,,,,,,,,,,47
179,,,107,,,59,,,7,,,,,,,202,,,,7,98,,,,,,,3,,7,16,,,,,,,,5,,,,,,,,,,,,179
36,,,80,,,59,,,7,,,,,,,113,,,,14,98,,,,,,,8,,8,11,,,,,,,,3,,,,,,,,,,,,36
36,,,80,,,39,,,7,,,,,,,237,,,,23,221,,,,,,,8,,26,23,,,,,,,,5,,,,,,,,,,,,36
10,,,78,,,7,,,7,,,,,,,36,,,,23,320,,,,,,,6,,7,26,,,,,,,,3,,,,,,,,,,,,10
9,,,78,,,8,,,7,,,,,,,35,,,,23,322,,,,,,,112,,6,26,,,,,,,,5,,,,,,,,,,,,9
8,,,116,,,7,,,6,,,,,,,101,,,,23,20,,,,,,,78,,11,26,,,,,,,,4,,,,,,,,,,,,8
12,,,116,,,682,,,14,,,,,,,88,,,,26,232,,,,,,,54,,7,11,,,,,,,,4,,,,,,,,,,,,12
120,,,116,,,102,,,8,,,,,,,488,,,,26,132,,,,,,,117,,7,7,,,,,,,,77,,,,,,,,,,,,120
8,,,71,,,85,,,6,,,,,,,488,,,,26,132,,,,,,,59,,7,7,,,,,,,,42,,,,,,,,,,,,8
188,,,71,,,20,,,15,,,,,,,378,,,,4,124,,,,,,,49,,7,7,,,,,,,,42,,,,,,,,,,,,188
84,,,71,,,20,,,8,,,,,,,23,,,,11,49,,,,,,,51,,5,6,,,,,,,,42,,,,,,,,,,,,84
77,,,74,,,20,,,59,,,,,,,14,,,,14,62,,,,,,,5,,6,6,,,,,,,,42,,,,,,,,,,,,77
24,,,302,,,144,,,38,,,,,,,14,,,,6,28,,,,,,,5,,51,6,,,,,,,,25,,,,,,,,,,,,24
24,,,150,,,805,,,16,,,,,,,14,,,,6,28,,,,,,,4,,41,6,,,,,,,,5,,,,,,,,,,,,24
24,,,150,,,19,,,13,,,,,,,24,,,,6,7,,,,,,,11,,32,6,,,,,,,,25,,,,,,,,,,,,24
24,,,485,,,19,,,7,,,,,,,36,,,,6,488,,,,,,,8,,33,6,,,,,,,,30,,,,,,,,,,,,24
43,,,51,,,19,,,17,,,,,,,36,,,,6,406,,,,,,,42,,21,13,,,,,,,,30,,,,,,,,,,,,43
237,,,58,,,19,,,31,,,,,,,36,,,,8,360,,,,,,,42,,22,6,,,,,,,,30,,,,,,,,,,,,237
94,,,58,,,50,,,4,,,,,,,36,,,,9,360,,,,,,,42,,27,8,,,,,,,,30,,,,,,,,,,,,94
94,,,13,,,50,,,6,,,,,,,36,,,,6,398,,,,,,,17,,27,6,,,,,,,,14,,,,,,,,,,,,94
86,,,141,,,50,,,66,,,,,,,24,,,,6,341,,,,,,,17,,9,6,,,,,,,,44,,,,,,,,,,,,86
42,,,172,,,11,,,49,,,,,,,24,,,,5,298,,,,,,,67,,9,6,,,,,,,,28,,,,,,,,,,,,42
42,,,20,,,9,,,49,,,,,,,527,,,,5,55,,,,,,,48,,5,6,,,,,,,,3,,,,,,,,,,,,42
42,,,697,,,7,,,4,,,,,,,527,,,,11,38,,,,,,,39,,7,11,,,,,,,,39,,,,,,,,,,,,42
20,,,673,,,7,,,4,,,,,,,61,,,,11,38,,,,,,,39,,7,11,,,,,,,,11,,,,,,,,,,,,20
21,,,605,,,15,,,4,,,,,,,53,,,,5,38,,,,,,,33,,59,11,,,,,,,,6,,,,,,,,,,,,21
6,,,34,,,37,,,4,,,,,,,53,,,,23,39,,,,,,,9,,19,11,,,,,,,,6,,,,,,,,,,,,6
86,,,87,,,41,,,44,,,,,,,32,,,,11,28,,,,,,,6,,13,6,,,,,,,,8,,,,,,,,,,,,86
6,,,78,,,41,,,44,,,,,,,73,,,,12,28,,,,,,,131,,7,13,,,,,,,,6,,,,,,,,,,,,6
372,,,31,,,,,,10,,,,,,,29,,,,5,404,,,,,,,123,,21,11,,,,,,,,4,,,,,,,,,,,,372
372,,,7,,,,,,12,,,,,,,29,,,,6,6,,,,,,,103,,21,37,,,,,,,,4,,,,,,,,,,,,372
372,,,381,,,,,,12,,,,,,,23,,,,6,102,,,,,,,104,,5,37,,,,,,,,65,,,,,,,,,,,,372
372,,,276,,,,,,12,,,,,,,23,,,,6,17,,,,,,,66,,13,35,,,,,,,,58,,,,,,,,,,,,372
11,,,24,,,,,,12,,,,,,,23,,,,10,126,,,,,,,36,,14,35,,,,,,,,6,,,,,,,,,,,,11
36,,,39,,,,,,33,,,,,,,8,,,,13,126,,,,,,,77,,10,35,,,,,,,,49,,,,,,,,,,,,36
242,,,478,,,,,,8,,,,,,,90,,,,28,53,,,,,,,73,,10,8,,,,,,,,4,,,,,,,,,,,,242
373,,,13,,,,,,6,,,,,,,90,,,,73,53,,,,,,,71,,6,8,,,,,,,,9,,,,,,,,,,,,373
55,,,38,,,,,,3,,,,,,,90,,,,16,27,,,,,,,49,,6,7,,,,,,,,10,,,,,,,,,,,,55
55,,,41,,,,,,48,,,,,,,90,,,,15,27,,,,,,,54,,32,10,,,,,,,,3,,,,,,,,,,,,55
55,,,133,,,,,,25,,,,,,,90,,,,9,47,,,,,,,30,,34,6,,,,,,,,12,,,,,,,,,,,,55
55,,,55,,,,,,25,,,,,,,90,,,,7,47,,,,,,,26,,28,6,,,,,,,,9,,,,,,,,,,,,55
46,,,271,,,,,,25,,,,,,,90,,,,6,14,,,,,,,16,,7,3,,,,,,,,12,,,,,,,,,,,,46
38,,,23,,,,,,25,,,,,,,59,,,,10,37,,,,,,,16,,12,25,,,,,,,,12,,,,,,,,,,,,38
31,,,17,,,,,,25,,,,,,,59,,,,5,14,,,,,,,16,,10,6,,,,,,,,4,,,,,,,,,,,,31
17,,,6,,,,,,25,,,,,,,59,,,,18,13,,,,,,,7,,6,6,,,,,,,,3,,,,,,,,,,,,17
21,,,20,,,,,,25,,,,,,,59,,,,5,586,,,,,,,7,,44,6,,,,,,,,6,,,,,,,,,,,,21
55,,,35,,,,,,25,,,,,,,42,,,,5,586,,,,,,,7,,44,6,,,,,,,,6,,,,,,,,,,,,55
122,,,30,,,,,,26,,,,,,,31,,,,5,586,,,,,,,15,,12,6,,,,,,,,40,,,,,,,,,,,,122
191,,,17,,,,,,26,,,,,,,464,,,,10,551,,,,,,,8,,11,6,,,,,,,,6,,,,,,,,,,,,191
7,,,3,,,,,,9,,,,,,,464,,,,7,551,,,,,,,8,,11,6,,,,,,,,6,,,,,,,,,,,,7
7,,,34,,,,,,9,,,,,,,338,,,,52,551,,,,,,,54,,14,6,,,,,,,,6,,,,,,,,,,,,7
310,,,8,,,,,,7,,,,,,,14,,,,14,551,,,,,,,57,,20,6,,,,,,,,7,,,,,,,,,,,,310
5,,,9,,,,,,17,,,,,,,14,,,,18,551,,,,,,,123,,7,6,,,,,,,,6,,,,,,,,,,,,5
41,,,35,,,,,,17,,,,,,,14,,,,4,12,,,,,,,22,,45,11,,,,,,,,5,,,,,,,,,,,,41
193,,,181,,,,,,8,,,,,,,14,,,,4,12,,,,,,,5,,45,4,,,,,,,,5,,,,,,,,,,,,193
67,,,5,,,,,,17,,,,,,,21,,,,53,19,,,,,,,5,,28,5,,,,,,,,6,,,,,,,,,,,,67
2,,,17,,,,,,26,,,,,,,6,,,,53,19,,,,,,,15,,24,5,,,,,,,,7,,,,,,,,,,,,2
25,,,699,,,,,,17,,,,,,,6,,,,53,19,,,,,,,15,,26,12,,,,,,,,7,,,,,,,,,,,,25
169,,,53,,,,,,17,,,,,,,5,,,,33,12,,,,,,,15,,26,12,,,,,,,,13,,,,,,,,,,,,169
169,,,12,,,,,,24,,,,,,,5,,,,33,325,,,,,,,15,,15,12,,,,,,,,13,,,,,,,,,,,,169
15,,,55,,,,,,9,,,,,,,5,,,,33,325,,,,,,,30,,11,12,,,,,,,,7,,,,,,,,,,,,15
15,,,5,,,,,,6,,,,,,,418,,,,33,325,,,,,,,30,,11,7,,,,,,,,9,,,,,,,,,,,,15
54,,,842,,,,,,6,,,,,,,243,,,,33,399,,,,,,,72,,83,7,,,,,,,,7,,,,,,,,,,,,54
27,,,411,,,,,,5,,,,,,,100,,,,35,147,,,,,,,67,,8,6,,,,,,,,6,,,,,,,,,,,,27
28,,,113,,,,,,6,,,,,,,100,,,,35,147,,,,,,,69,,8,5,,,,,,,,7,,,,,,,,,,,,28
54,,,475,,,,,,3,,,,,,,100,,,,35,187,,,,,,,6,,4,5,,,,,,,,7,,,,,,,,,,,,54
4,,,600,,,,,,4,,,,,,,100,,,,20,90,,,,,,,6,,4,5,,,,,,,,5,,,,,,,,,,,,4
4,,,95,,,,,,6,,,,,,,71,,,,19,685,,,,,,,4,,59,18,,,,,,,,3,,,,,,,,,,,,4
4,,,698,,,,,,8,,,,,,,71,,,,18,88,,,,,,,4,,5,5,,,,,,,,28,,,,,,,,,,,,4
100,,,687,,,,,,6,,,,,,,71,,,,11,88,,,,,,,7,,42,5,,,,,,,,5,,,,,,,,,,,,100
34,,,687,,,,,,6,,,,,,,71,,,,6,88,,,,,,,7,,23,5,,,,,,,,79,,,,,,,,,,,,34
18,,,30,,,,,,6,,,,,,,71,,,,16,88,,,,,,,6,,6,5,,,,,,,,76,,,,,,,,,,,,18
94,,,30,,,,,,5,,,,,,,68,,,,5,147,,,,,,,92,,78,5,,,,,,,,31,,,,,,,,,,,,94
10,,,6,,,,,,3,,,,,,,68,,,,5,147,,,,,,,92,,75,5,,,,,,,,11,,,,,,,,,,,,10
11,,,80,,,,,,3,,,,,,,68,,,,11,20,,,,,,,92,,73,52,,,,,,,,27,,,,,,,,,,,,11
7,,,282,,,,,,10,,,,,,,68,,,,6,14,,,,,,,92,,56,6,,,,,,,,10,,,,,,,,,,,,7
7,,,639,,,,,,8,,,,,,,37,,,,6,333,,,,,,,92,,56,53,,,,,,,,6,,,,,,,,,,,,7
7,,,12,,,,,,10,,,,,,,154,,,,5,141,,,,,,,75,,56,9,,,,,,,,41,,,,,,,,,,,,7
90,,,,,,,,,8,,,,,,,118,,,,5,56,,,,,,,75,,56,11,,,,,,,,6,,,,,,,,,,,,90
30,,,,,,,,,6,,,,,,,90,,,,9,450,,,,,,,75,,52,15,,,,,,,,8,,,,,,,,,,,,30
16,,,,,,,,,46,,,,,,,90,,,,9,450,,,,,,,75,,57,11,,,,,,,,19,,,,,,,,,,,,16
40,,,,,,,,,7,,,,,,,90,,,,18,450,,,,,,,64,,57,5,,,,,,,,19,,,,,,,,,,,,40
40,,,,,,,,,7,,,,,,,21,,,,7,450,,,,,,,12,,57,5,,,,,,,,6,,,,,,,,,,,,40
40,,,,,,,,,7,,,,,,,167,,,,6,281,,,,,,,108,,50,6,,,,,,,,21,,,,,,,,,,,,40
197,,,,,,,,,13,,,,,,,167,,,,18,281,,,,,,,107,,21,7,,,,,,,,21,,,,,,,,,,,,197
75,,,,,,,,,6,,,,,,,167,,,,16,411,,,,,,,71,,19,21,,,,,,,,44,,,,,,,,,,,,75
75,,,,,,,,,5,,,,,,,167,,,,16,14,,,,,,,6,,25,21,,,,,,,,52,,,,,,,,,,,,75
59,,,,,,,,,4,,,,,,,167,,,,16,9,,,,,,,17,,16,51,,,,,,,,17,,,,,,,,,,,,59
6,,,,,,,,,7,,,,,,,144,,,,16,34,,,,,,,71,,9,51,,,,,,,,10,,,,,,,,,,,,6
6,,,,,,,,,36,,,,,,,144,,,,4,34,,,,,,,19,,19,51,,,,,,,,9,,,,,,,,,,,,6
10,,,,,,,,,39,,,,,,,26,,,,4,34,,,,,,,24,,14,51,,,,,,,,9,,,,,,,,,,,,10
10,,,,,,,,,39,,,,,,,26,,,,5,34,,,,,,,24,,6,35,,,,,,,,9,,,,,,,,,,,,10
121,,,,,,,,,39,,,,,,,26,,,,5,38,,,,,,,15,,6,13,,,,,,,,9,,,,,,,,,,,,121
153,,,,,,,,,17,,,,,,,26,,,,3,38,,,,,,,7,,6,13,,,,,,,,6,,,,,,,,,,,,153
104,,,,,,,,,14,,,,,,,12,,,,6,103,,,,,,,6,,6,13,,,,,,,,23,,,,,,,,,,,,104
326,,,,,,,,,8,,,,,,,13,,,,6,43,,,,,,,5,,31,13,,,,,,,,8,,,,,,,,,,,,326
296,,,,,,,,,5,,,,,,,11,,,,4,43,,,,,,,27,,31,6,,,,,,,,15,,,,,,,,,,,,296
99,,,,,,,,,4,,,,,,,7,,,,22,43,,,,,,,21,,31,5,,,,,,,,15,,,,,,,,,,,,99
99,,,,,,,,,9,,,,,,,6,,,,32,34,,,,,,,11,,31,6,,,,,,,,8,,,,,,,,,,,,99
235,,,,,,,,,9,,,,,,,9,,,,15,32,,,,,,,18,,72,6,,,,,,,,7,,,,,,,,,,,,235
19,,,,,,,,,16,,,,,,,64,,,,11,8,,,,,,,18,,6,5,,,,,,,,6,,,,,,,,,,,,19
19,,,,,,,,,16,,,,,,,22,,,,8,213,,,,,,,18,,2,5,,,,,,,,5,,,,,,,,,,,,19
132,,,,,,,,,16,,,,,,,22,,,,4,279,,,,,,,97,,129,30,,,,,,,,26,,,,,,,,,,,,132
6,,,,,,,,,16,,,,,,,22,,,,4,79,,,,,,,6,,17,30,,,,,,,,11,,,,,,,,,,,,6
492,,,,,,,,,13,,,,,,,22,,,,4,77,,,,,,,26,,7,11,,,,,,,,11,,,,,,,,,,,,492
12,,,,,,,,,15,,,,,,,21,,,,5,77,,,,,,,25,,5,4,,,,,,,,11,,,,,,,,,,,,12
6,,,,,,,,,6,,,,,,,9,,,,4,77,,,,,,,25,,5,6,,,,,,,,8,,,,,,,,,,,,6
6,,,,,,,,,4,,,,,,,13,,,,42,77,,,,,,,7,,4,14,,,,,,,,8,,,,,,,,,,,,6
6,,,,,,,,,32,,,,,,,8,,,,42,77,,,,,,,37,,3,14,,,,,,,,8,,,,,,,,,,,,6
6,,,,,,,,,32,,,,,,,485,,,,42,15,,,,,,,12,,101,6,,,,,,,,8,,,,,,,,,,,,6
6,,,,,,,,,6,,,,,,,485,,,,25,312,,,,,,,8,,42,4,,,,,,,,72,,,,,,,,,,,,6
6,,,,,,,,,6,,,,,,,350,,,,33,312,,,,,,,8,,42,4,,,,,,,,8,,,,,,,,,,,,6
5,,,,,,,,,42,,,,,,,134,,,,33,11,,,,,,,14,,67,37,,,,,,,,9,,,,,,,,,,,,5
32,,,,,,,,,27,,,,,,,134,,,,33,11,,,,,,,13,,33,9,,,,,,,,4,,,,,,,,,,,,32
587,,,,,,,,,24,,,,,,,134,,,,25,11,,,,,,,12,,9,4,,,,,,,,20,,,,,,,,,,,,587
587,,,,,,,,,94,,,,,,,134,,,,18,11,,,,,,,12,,103,18,,,,,,,,18,,,,,,,,,,,,587
587,,,,,,,,,94,,,,,,,134,,,,18,11,,,,,,,7,,54,18,,,,,,,,10,,,,,,,,,,,,587
6,,,,,,,,,14,,,,,,,11,,,,3,113,,,,,,,7,,6,7,,,,,,,,9,,,,,,,,,,,,6
6,,,,,,,,,14,,,,,,,16,,,,3,15,,,,,,,167,,10,5,,,,,,,,21,,,,,,,,,,,,6
21,,,,,,,,,27,,,,,,,344,,,,3,33,,,,,,,167,,8,6,,,,,,,,13,,,,,,,,,,,,21
12,,,,,,,,,17,,,,,,,78,,,,44,67,,,,,,,43,,8,4,,,,,,,,14,,,,,,,,,,,,12
574,,,,,,,,,17,,,,,,,78,,,,44,20,,,,,,,19,,10,4,,,,,,,,6,,,,,,,,,,,,574
571,,,,,,,,,7,,,,,,,8,,,,44,78,,,,,,,57,,12,4,,,,,,,,14,,,,,,,,,,,,571
574,,,,,,,,,7,,,,,,,449,,,,5,53,,,,,,,33,,9,5,,,,,,,,16,,,,,,,,,,,,574
6,,,,,,,,,7,,,,,,,449,,,,16,28,,,,,,,160,,12,4,,,,,,,,16,,,,,,,,,,,,6
6,,,,,,,,,7,,,,,,,449,,,,16,28,,,,,,,69,,80,22,,,,,,,,5,,,,,,,,,,,,6
9,,,,,,,,,5,,,,,,,449,,,,16,28,,,,,,,37,,57,22,,,,,,,,5,,,,,,,,,,,,9
139,,,,,,,,,5,,,,,,,545,,,,4,28,,,,,,,36,,22,27,,,,,,,,5,,,,,,,,,,,,139
23,,,,,,,,,6,,,,,,,545,,,,4,28,,,,,,,36,,22,27,,,,,,,,6,,,,,,,,,,,,23
92,,,,,,,,,7,,,,,,,545,,,,3,28,,,,,,,36,,6,4,,,,,,,,94,,,,,,,,,,,,92
6,,,,,,,,,43,,,,,,,545,,,,4,28,,,,,,,21,,6,4,,,,,,,,38,,,,,,,,,,,,6
572,,,,,,,,,7,,,,,,,545,,,,65,887,,,,,,,7,,6,4,,,,,,,,38,,,,,,,,,,,,572
39,,,,,,,,,47,,,,,,,545,,,,65,887,,,,,,,32,,47,4,,,,,,,,6,,,,,,,,,,,,39
236,,,,,,,,,47,,,,,,,545,,,,58,234,,,,,,,9,,47,4,,,,,,,,35,,,,,,,,,,,,236
61,,,,,,,,,10,,,,,,,545,,,,58,188,,,,,,,105,,28,5,,,,,,,,7,,,,,,,,,,,,61
61,,,,,,,,,6,,,,,,,545,,,,58,71,,,,,,,7,,28,5,,,,,,,,23,,,,,,,,,,,,61
61,,,,,,,,,22,,,,,,,138,,,,58,71,,,,,,,8,,28,5,,,,,,,,47,,,,,,,,,,,,61
61,,,,,,,,,7,,,,,,,138,,,,58,71,,,,,,,5,,27,5,,,,,,,,47,,,,,,,,,,,,61
61,,,,,,,,,13,,,,,,,138,,,,58,31,,,,,,,5,,82,5,,,,,,,,47,,,,,,,,,,,,61
562,,,,,,,,,52,,,,,,,138,,,,58,31,,,,,,,8,,72,135,,,,,,,,15,,,,,,,,,,,,562
72,,,,,,,,,60,,,,,,,138,,,,17,31,,,,,,,5,,72,19,,,,,,,,13,,,,,,,,,,,,72
49,,,,,,,,,60,,,,,,,138,,,,16,84,,,,,,,9,,68,19,,,,,,,,11,,,,,,,,,,,,49
36,,,,,,,,,60,,,,,,,107,,,,16,84,,,,,,,14,,20,17,,,,,,,,6,,,,,,,,,,,,36
196,,,,,,,,,60,,,,,,,47,,,,20,349,,,,,,,14,,6,6,,,,,,,,5,,,,,,,,,,,,196
196,,,,,,,,,60,,,,,,,315,,,,4,636,,,,,,,14,,7,7,,,,,,,,7,,,,,,,,,,,,196
77,,,,,,,,,17,,,,,,,315,,,,2,636,,,,,,,14,,7,4,,,,,,,,6,,,,,,,,,,,,77
77,,,,,,,,,17,,,,,,,315,,,,2,636,,,,,,,129,,64,7,,,,,,,,6,,,,,,,,,,,,77
319,,,,,,,,,15,,,,,,,298,,,,4,636,,,,,,,108,,7,7,,,,,,,,5,,,,,,,,,,,,319
319,,,,,,,,,15,,,,,,,14,,,,3,,,,,,,,108,,17,42,,,,,,,,33,,,,,,,,,,,,319
64,,,,,,,,,24,,,,,,,20,,,,4,,,,,,,,90,,7,4,,,,,,,,33,,,,,,,,,,,,64
6,,,,,,,,,12,,,,,,,137,,,,12,,,,,,,,45,,7,13,,,,,,,,25,,,,,,,,,,,,6
154,,,,,,,,,12,,,,,,,119,,,,9,,,,,,,,16,,2,13,,,,,,,,37,,,,,,,,,,,,154
7,,,,,,,,,12,,,,,,,3,,,,9,,,,,,,,160,,5,7,,,,,,,,15,,,,,,,,,,,,7
71,,,,,,,,,34,,,,,,,20,,,,7,,,,,,,,127,,5,7,,,,,,,,7,,,,,,,,,,,,71
13,,,,,,,,,34,,,,,,,20,,,,5,,,,,,,,128,,5,18,,,,,,,,7,,,,,,,,,,,,13
406,,,,,,,,,32,,,,,,,17,,,,5,,,,,,,,99,,5,5,,,,,,,,7,,,,,,,,,,,,406
30,,,,,,,,,34,,,,,,,268,,,,3,,,,,,,,95,,5,25,,,,,,,,4,,,,,,,,,,,,30
195,,,,,,,,,34,,,,,,,268,,,,3,,,,,,,,92,,74,25,,,,,,,,13,,,,,,,,,,,,195
118,,,,,,,,,7,,,,,,,268,,,,6,,,,,,,,63,,74,5,,,,,,,,13,,,,,,,,,,,,118
84,,,,,,,,,9,,,,,,,268,,,,24,,,,,,,,32,,18,5,,,,,,,,13,,,,,,,,,,,,84
6,,,,,,,,,7,,,,,,,333,,,,7,,,,,,,,20,,18,27,,,,,,,,13,,,,,,,,,,,,6
76,,,,,,,,,89,,,,,,,333,,,,6,,,,,,,,20,,7,27,,,,,,,,12,,,,,,,,,,,,76
71,,,,,,,,,89,,,,,,,333,,,,16,,,,,,,,20,,107,27,,,,,,,,33,,,,,,,,,,,,71
56,,,,,,,,,89,,,,,,,333,,,,7,,,,,,,,8,,5,27,,,,,,,,15,,,,,,,,,,,,56
56,,,,,,,,,44,,,,,,,26,,,,7,,,,,,,,15,,7,27,,,,,,,,12,,,,,,,,,,,,56
56,,,,,,,,,44,,,,,,,24,,,,7,,,,,,,,64,,29,7,,,,,,,,9,,,,,,,,,,,,56
15,,,,,,,,,44,,,,,,,24,,,,23,,,,,,,,92,,8,7,,,,,,,,22,,,,,,,,,,,,15
7,,,,,,,,,20,,,,,,,22,,,,9,,,,,,,,143,,24,4,,,,,,,,22,,,,,,,,,,,,7
165,,,,,,,,,20,,,,,,,22,,,,8,,,,,,,,143,,114,9,,,,,,,,10,,,,,,,,,,,,165
27,,,,,,,,,18,,,,,,,22,,,,7,,,,,,,,143,,114,9,,,,,,,,49,,,,,,,,,,,,27
157,,,,,,,,,12,,,,,,,6,,,,6,,,,,,,,143,,114,9,,,,,,,,16,,,,,,,,,,,,157
83,,,,,,,,,12,,,,,,,15,,,,7,,,,,,,,143,,14,9,,,,,,,,6,,,,,,,,,,,,83
83,,,,,,,,,11,,,,,,,15,,,,6,,,,,,,,71,,14,13,,,,,,,,6,,,,,,,,,,,,83
83,,,,,,,,,11,,,,,,,15,,,,7,,,,,,,,47,,7,3,,,,,,,,41,,,,,,,,,,,,83
79,,,,,,,,,13,,,,,,,15,,,,46,,,,,,,,46,,10,3,,,,,,,,9,,,,,,,,,,,,79
54,,,,,,,,,10,,,,,,,7,,,,38,,,,,,,,43,,8,3,,,,,,,,51,,,,,,,,,,,,54
34,,,,,,,,,32,,,,,,,557,,,,16,,,,,,,,24,,8,44,,,,,,,,51,,,,,,,,,,,,34
22,,,,,,,,,32,,,,,,,226,,,,6,,,,,,,,24,,8,44,,,,,,,,51,,,,,,,,,,,,22
521,,,,,,,,,32,,,,,,,183,,,,6,,,,,,,,20,,7,11,,,,,,,,51,,,,,,,,,,,,521
324,,,,,,,,,11,,,,,,,741,,,,7,,,,,,,,38,,7,11,,,,,,,,41,,,,,,,,,,,,324
324,,,,,,,,,28,,,,,,,741,,,,8,,,,,,,,48,,7,4,,,,,,,,36,,,,,,,,,,,,324
324,,,,,,,,,28,,,,,,,450,,,,8,,,,,,,,36,,7,5,,,,,,,,7,,,,,,,,,,,,324
324,,,,,,,,,28,,,,,,,450,,,,6,,,,,,,,44,,107,16,,,,,,,,7,,,,,,,,,,,,324
324,,,,,,,,,104,,,,,,,18,,,,6,,,,,,,,71,,30,7,,,,,,,,7,,,,,,,,,,,,324
